,Date,Tweet,User
224,2021-07-21 23:41:58,Danrem 174 Merauke Berikan Dukungan Moril Kepada Anggota yang Terpapar Covid-19 https://t.co/J39IAsVyej,Inilah Online
225,2021-07-21 23:41:50,emg covid jahat bgt tgl 16 juli kmaren mama ak di ambil Allah😢 https://t.co/499Q2GqoDT,`taehyung misser
226,2021-07-21 23:41:50,kenapa banyak isu menyeramkan. dengan kes covid harian terlalu tinggi setiap hari even dah mco berbulan-bulan. lepastu kes anti-vax then now kes “cucuk angin”. ya allah berat sangat rasa.,fatin
227,2021-07-21 23:41:46,Mari kita taat dan disiplin dlm menjalankan prokes dan melaksanakan vaksinasi agar bencana covid-19 dpt segera teratasi. https://t.co/f2ELtPQAgf,Gue Buzzer #NKRI
228,2021-07-21 23:41:43,Aku jaga patient covid tapi elaun covid tk dpt satu sen pun 😅 aku kerja hospital swasta ka sbb tu tk dpt 🤓,adriana
229,2021-07-21 23:41:33,Gara-gara Covid-19 Sultan Brunei Darussalam Haramkan Orang Luar Masuk ke Negaranya Lewat Indonesia https://t.co/drUaw1ysn4 https://t.co/n0aj4BAspu,JakTimNews - Part of Pikiran Rakyat Media Network
230,2021-07-21 23:41:26,wow pestime kalau tak selalu pasal covid je🧎🏻 https://t.co/CtqjrgOU6c,TELAH JUMPA jaemin agent
231,2021-07-21 23:41:05,Jpp du covid 🤧,𝐌𝐚𝐧𝐝’
232,2021-07-21 23:41:04,"@bingurg Ya adek gatau mas kalo masa covid gmn :((

Tp kalo mas tanyanya untuk ngaben, iya mahal.. makanya ada sekarang tuh ngaben massal.. untuk meringankan upacaranya karna dilakuin berbarengan beberapa kematian dalam jangka waktu tertentu jadi satu.. tp kalo urusan covid ga paham :((",Ayy
233,2021-07-21 23:41:01,@MohdFaizalMusa1 Tahlil sekali utk korban covid,abedi
234,2021-07-21 23:40:59,puisi untuk orang yang tidak patuh protokol dan tidak percaya covid https://t.co/RMBZ1GhgYA https://t.co/Te9O9KpD4d,lin
235,2021-07-21 23:40:57,QG4jEH-C.bin https://t.co/P9zaRX5xlN,Michael Vaughan
236,2021-07-21 23:40:49,"PEMBAGIAN MASKER

Dalam rangka meningkatkan kesadaran masyarakat untuk menerapkan 5 M &amp; Prokes lainnya di masa pandemi COVID-19 &amp; pemberlakuan PPKM MIKRO DARURAT, Polsek Banjarnegara bagikan masker kepada masyarakat.

@polres_banjarnegara 
#polres_banjarnegara
#jatenglawancorona https://t.co/y0WHUsDIsc",POLSEK BNA
237,2021-07-21 23:40:43,*karena mostly yg sampah omongannya yg gak percaya covid sama antivax sih 😅,Riza A. Putra
238,2021-07-21 23:40:42,"Delay due to Covid. Aku sudah gak tahan mau jejeritan &gt;,&lt; https://t.co/v3vtNcT6wi",tukang jajan
239,2021-07-21 23:40:39,gejala post covid menyerang disaat yang tidak tepat 😰😰,gustafmuhammad
240,2021-07-21 23:40:37,@Frans_Priyo @ana_khoz @Argo_Seword_ Beliau sudah pernah kena covid  di LP Banyuwangi kasus pengambilan paksa jenasah covid. Ada beritanya di Google.,Eunoia ( bukan orang pinter)
241,2021-07-21 23:40:32,"@nurulrahma Alhamdulillah, meskipun PPKM diperpanjang tapi bantuan juga banyak diberikan. Semoga Indonesia cepat sembuh dari Covid ini ya Mbak.",Riska Ngilan Haryono
242,2021-07-21 23:40:29,"@tempodotco Terimakasih Pak Presiden...Tuhan menolong NKRI ku, badai Covid 19 pasti akan berlalu...Amin",Jaya Ridwan & Jericho
243,2021-07-21 23:40:04,"Kasus Kematian Covid-19 Tinggi, Luhut Singgung Soal Ribut-Ribut Politik https://t.co/qdzONLfM2c",Bisnis.com
244,2021-07-21 23:40:02,Keterampilan manajemen rezim militer yang buruk disebut menyebabkan tingginya  tingkat kematian selama gelombang ketiga pandemi COVID-19. https://t.co/JU3pagnYkP,VOI.id
245,2021-07-21 23:40:02,Arsenal Batalkan Tur AS Usai Muncul Kasus COVID-19 https://t.co/3P3V4t1HPk,inilahcom
246,2021-07-21 23:40:00,"Nggak perlu bingung, kartu vaksin bisa dicetak lewat aplikasi kok.

https://t.co/ARyo0YpY5g",NOVA
247,2021-07-21 23:39:53,@bowosusilo94 Alhamdulillaah kalau cara ini bisa menejan laju kasus covid. ..,🍒 Idah Ceris 🍒
248,2021-07-21 23:39:44,"@leoagoestino26 @ruhutsitompul Kalau ada orang sudah kritis lazim dan harus di bawa ke terminak, pasti kematian covid tertinggi ya di terminal goblok..",NKH
249,2021-07-21 23:39:39,"Ketua Umum Partai Golkar, Airlangga Hartarto, mendoakan agar warga yang sedang isolasi mandiri akibat #Covid diberikan kesabaran dan segera sembuh.
.
@airlangga_hrt #Golkar #JPRM #menkoairlangga @golkar_id #JPRM @PerekonomianRI 
.
https://t.co/sBfHrjwkQq",jawaposradarmalang
250,2021-07-21 23:39:34,Luhut Pandjaitan mengatakan perjuangan melawan Covid-19 belum selesai. Dia mengajak masyarakat bahu membahu untuk menyelesaikan persoalan itu. #TempoNasional https://t.co/Fr5bftVaVo,TEMPO.CO
251,2021-07-21 23:39:28,"""Tak percaya Corona. Pria nekat hirup nafas pasien Covid-19 meninggal"". Luar biasa.",Mendonan
252,2021-07-21 23:39:25,Takut banget sodara gua pada kena covid😭,Nisa kinda ia
253,2021-07-21 23:39:22,"@Datu_010 Tujuan covid dibuat pandemi memang total kontrol terhadap manusia..tp orang yg berpikir begtu dibilang idiot,tolol,pengagum teori konspirasi padahal nyatanya satu persatu menjadi kenyataan",Blavatsky
254,2021-07-21 23:39:15,"@st_nurjanahh Akhirnya, PPKM diperpanjang. Melihat keadaan di luar belum kondusif ya, Mbak. Kasus Covid masih meningkat.",Riska Ngilan Haryono
255,2021-07-21 23:39:14,@Dennysiregar7 Biar aja mampus rezim ini kolaps ga sanggup ngadepin covid..,mr.ℹ️ndra🅾️NE
256,2021-07-21 23:39:13,"Dengan adanya PPKM Darurat semoga bisa mengatasi pandemi Covid-19.

#StopBebalPatuhiAturanPPKM https://t.co/K75AEJCStc",Kalla Jengking
257,2021-07-21 23:38:56,@AREAJULID Tolong satgas covid orang2 yg ada di foto itu di cidukin semua,it's me
258,2021-07-21 23:38:54,"@Fahrihamzah @prabowo @fadlizon Pendidikan dipolitisasi, ekonomi dipolitisasi, agama dipolitisasi, covid dipolitisasi.... Apa masih ada ruang skarang di mana politik tidak ada di sana? Jika ada, ruang itulah tmpat ketenangan berada☕📚👍 Mari kita siapkan sabuk krn kita sdg berada dinegeri serba Politik🤣🤣🤣",Muhammad Arsyad Al-Makassary MBT.Daeng Gassing
259,2021-07-21 23:38:41,"Kehidupan yg diberikan Sang Pencipta perlu dirawat dan dijaga. Tdk ada kehidupan dan nyawa yg bs bertahan bila tdk dirawat. Hidup dan mati hak Allah, tp jgn jadikan itu alasan seolah berani bersikap menantang maut dgn kata2 tp tak berani mendatangi ruang perawatan covid. Pengecut",Ferdinand Hutahaean
260,2021-07-21 23:38:41,"@BangTAJIR8 Bukan cuman tv anjir,medsos juga banyak yg beritain covid, yang malah bikin imun makin down,udah lah udah,nyerah aja sama masalah percoronaan wkwk",Itswi
261,2021-07-21 23:38:35,Risiko Covid-19 Jadi Alasan Deddy Corbuzier Tantang Diet Ivan Gunawan dengan Hadiah Rp 500 Juta https://t.co/79VbMjLjJA https://t.co/pKe8rRgzxS,KOMPAS TV
262,2021-07-21 23:38:30,"@AREAJULID Klo blm kena ya emang gitu, masih cengar cengir ga percaya, kena covid itu kaya kena santet, tau-tau lu ngejoprak",Dorabalana
263,2021-07-21 23:38:20,-ness ada yg pernah kena gejala covid sakit kepala yg nyeri banget ga? Itu obatnya apa yaa?? Apa nanti ilang?? 😭,UNNES MENFESS🐳
264,2021-07-21 23:38:17,BG YG MERASA DIRI MANUSIA DLM BADAI COVID 19 INI HARUS MENDORONG NEGARA U. LAKSANAKAN UU KARANTINA. NEGARA HRS MAMPU CUKUPI KABUTUHAN RAKYAT SELAMA KARANTINA TDK BISA MENOLAK DGN ALASAN TDK ADA ANGGARAN SBB TDK OPTIMAL DLM AMBIL ALIH UANG NEGARA YANG DIKORUP OLH: PARA KORUPTOR.,Sylrmw
265,2021-07-21 23:38:16,"Masih gapercaya covid? 
Hadeeeeeeh ribut ae dah. 
Nyokap bokap sakit covid, dan gue sendiri yg negatif, rasanya gakaru-karuan banget sedihnya, capeknya karena ttp harus ngurusin dirumah saat isoman:'''",m o o d y
266,2021-07-21 23:38:08,"Bangsat punya covid. Banyak sangat procedure. Kalau demam je, auto semua suruh swab. Dah lah result lambat. Sekarang suruh quarantine 10 hari pulak. Modal, kontak rapat. Kepala bapak kau. Ni demam dah masuk hari ke-5 sial. Nak tunggu jadi sawan baru nak bagi treatment ke sial?",ايمان
267,2021-07-21 23:38:01,@penambahimun Oalahh jadi antibodi menyerang virus covid pake bom ya hmmm menarik,Sepupu Baphomet
268,2021-07-21 23:37:46,@republikaonline Pak polisi Sekalian penguburan pasien covid di Kabupaten Bandung (Ciparay) yg minta  5 juta per mayit kpd keluarga,jangan Nyusahin Rakyatmu
269,2021-07-21 23:37:40,@a_g_pranoto mahasiswa covid demo nya daring aeeee 😂😂😂,MAHASISWA DARING
270,2021-07-21 23:37:39,"Peru menangkap pekerja hospital negeri kerana menagih pesakit COVID-19 $ 21,000 setiap katil - https://t.co/ZKn4MFxHp4
LIMA (Reuters) – Polis Peru mengatakan pada hari Rabu bahawa mereka telah membongkar sebuah tuduha https://t.co/UJBZedxVn6",BeritaKini.biz
271,2021-07-21 23:37:36,"stoplah orang-orang yg gk percaya covid, sadar. kata ahmad dhani ""gws""",panggil aku petani
272,2021-07-21 23:37:35,"Problem segala problem di negeri ini, sekarang, di Pemda. Serapan anggaran rendah, uang disimpan di bank, termasuk tuk penanganan Covid. https://t.co/MHWgPG2S0s",Miqdad Husein.
273,2021-07-21 23:37:31,@EmillyLuwita46 Ternyata covid mengincar otak yg kosong,NKRI Forever
274,2021-07-21 23:37:31,"@PRFMnews Ini mahasiwa yg tdk terpelajar,baru belajar blm bisa berpikir secara luas dan panjang,hidup minta ortu,bukannya demo tapi harusnya bisa mencetuskan ide2 untuk mengatasi vandemik virus covid 19,bukannya demo,ga simpati sy pada mahasiswa sekarang ini,pikirannya dangkal.",Setia Rahmat
275,2021-07-21 23:37:19,@recein_aja Ya angkatan covid lah😆,Rizki
276,2021-07-21 23:36:50,@onisanjou cuokk aku sing pengen dr awal kena covid sampe saiki blm kturutan. panganan kabeh hambar rasane 😭😭😭,Peter 'Bong' Marbun
277,2021-07-21 23:36:49,"Kunci utama memutus mata rantai persebaran virus Covid-19 adalah menerapkan 5M: memakai masker, menjaga jarak, dan rajin mencuci tangan. Mengurangi mobilitas menjauhi kerumunan,  serta lakukan vaksinasi.

#StopBebalPatuhiAturanPPKM https://t.co/33ZVC1WMmx",#Arus Bawah#
278,2021-07-21 23:36:48,"@ruhutsitompul Kenapa yang kena covid 19 mati nya di rumah sakit smua??? Gak ada yg mati di pasar, pati di terminal, mati di pelabuhan atau mati di rumah. 
Konon katanya ini virus sngat mematikan, tapi kok mati nya teratur, smua di rmh sakit.",Al fatih🇮🇮🇩🇵🇸
279,2021-07-21 23:36:47,"BAKTI SOSIAL POLSEK BANJARNEGARA

Dalam rangka membantu masyarakat yang terdampak PPKM DARURAT di masa pandemi COVID-19, Polsek Banjarnegara turut berpartisipasi dalam Bakti Sosial pembagian sembako kepada masyarakat.

@polres_banjarnegara 
#polres_banjarnegara
#jatenglawancorona https://t.co/qvJX9uG8YA",POLSEK BNA
280,2021-07-21 23:36:46,"@ana_khoz Duh pak pak. Mbok ya dipikir, kalo udah sekarat ya pasti dibawa ke rmah sakit bukannya dibawa ke masjid. Klo dah sekarat Jngnkan sholat, buat napas aja susah. Mknya ngga ada org mati gra"" covid pas sholat di masjid.",Ananta
281,2021-07-21 23:36:42,@dj_chopa17 Nya monna rayang Covid e foseeeke.,⚓ P A P A Z O ⚓
282,2021-07-21 23:36:39,"Di rezim sekarang ini, apapun dimanipulasi, data pemilu, data bansos sampai data covid😠😤🤬

#IndonesiaKolaps 
#ReformasiDikorupsi https://t.co/Q71mrIhjGK",Kiki Taufik
283,2021-07-21 23:36:31,"Awalnya candaan sekarang Kelabakan ?

Dari PSBB, PPKM, Hingga Level 1-4, Bukannya Terkendali Covid Malah Menjadi² 

Hilangnya nyawa Rakyat bukan Mainan, Akibat kebijakan Mencla Mencle 👎🏻👎🏻

#PakdeMenclaMencle
#PakdeMenclaMencle https://t.co/lvS95T6wTG",Arista Zahra
284,2021-07-21 23:36:22,@negativisme Covid baru akan hilang ketika org2 yg tidak percaya telah merasakannya..,udanggoreng
285,2021-07-21 23:36:18,"Perusahaan Afrika, Biovac akan menerima bahan untuk vaksin dari Eropa https://t.co/99CoKZkrIz",Republika.co.id
286,2021-07-21 23:36:17,@fikaamaliaaa @gelappekat_ Covid aja ada variannya,rosella_soda
287,2021-07-21 23:35:59,@__AnakKolong Padahal kena covid itu sangat tidak nyaman dan menyakitkan...kalau kalian mau tewas..tewas aja sendirian...,ThreehastomoYudha
288,2021-07-21 23:35:58,Good morning to all except menteri bodo yg menyebabkan covid masih x settle pastu aku kena korek retirement fund sekarang sbb nak survive. https://t.co/IeOEaLk7gm,✨ 𝒑𝒔𝒑𝒔𝒑𝒔𝒑𝒔𝒑 🇲🇾🇵🇸✨
289,2021-07-21 23:35:57,RSUD dr Soetomo mengubah gedung parkir enam lantai menjadi ruang perawatan pasien Covid-19,Muhammad Fikar
290,2021-07-21 23:35:56,"Jetis.Kamis,22 Juli 2021 pukul 02.00 wib-selesai.Bhabinkamtibmas Kalurahan Canden Aiptu Heri Pratama  dampingi Tim Relawan Satgas Covid-19 Fprb Canden laksanakan pemakaman prokes Covid-19 di makam Dsn.Suren kulon,Canden,Jetis,Bantul.
.
@PoldaJogja 
@PolresBantulDIY https://t.co/HZaEcWnvSl",Humas Polsek Jetis Bantul
291,2021-07-21 23:35:55,"""VAKSIN"" Covid-19 
Tak m'berikan kkebalan
Tak m'ghlangkan virus
Tak m'cgah kmatian
Tak m'jamin Anda appun
Tak akn m'dptkan
 kbebasan appun
Tak mghntikan Anda utk
 m'yebarkannya kpd org lain
Tak mghilangkan prlunya
 lrangan p'jlnan
Ttp ada pnutupan bisnis
Ttp ppkm
Ttp pake masker https://t.co/0d8u9dkAqO",RENIEKA PUTRI
292,2021-07-21 23:35:54,@B0c4hkeling Kita pasti bisa melawan pandemi Covid-19,Manohara sekar
293,2021-07-21 23:35:49,"Pagi Dok @sdenta mau tanya, apakah penyintas covid sudah bisa di vaksin tanpa menunggu 90 hari setelah negatif ? Terima kasih, Dok.
Tolong bantu dijawab siapatau Dokter Denta sedang sibuk☺️ @afrkml @fsapradana",J
294,2021-07-21 23:35:47,Top 3 Dunia pada hari Rabu didominasi oleh berita-berita asal Cina. Berita pertama berkaitan dengan asal usul COVID-19 sementara kedua soal banjir. #TempoDunia https://t.co/SF1463FDG6,TEMPO.CO
295,2021-07-21 23:35:44,"Bokap masuk ugd grgr covid, dbd , jantung. Hmmmm",.
296,2021-07-21 23:35:38,"@adearmando1 Di Aceh memang gak ada covid, cuma ada ganja",Ferdinan Hasudungan Samosir
297,2021-07-21 23:35:38,"@darakasiwi Mengerikan sekali para pemuja vaksin ini, ada yg mendoakan orang yg gk mau vaksin mati kena covid bersama bersama keluarganya, sekarang muncul lagi yg kayak begini... Apa ini salah satu efek vaksin ya? Menghilangkan rasa kemanusiaan...",tђє ๔๏г๏ 010
298,2021-07-21 23:35:32,"@iyarset dulu waktu kecil saya yg di desa sampe hafal iklan pekan imunisasi nasional, iklan imunisasi polio, dan iklan2 vaksin lainnya (salah satunya kalimat : “eeeh anakku sudah bisa berdiri sendiri” klo gak salah iklan vaksin polio)
Tp vaksin covid ini ga ada iklan di radio atau  tv",Gadget 6
299,2021-07-21 23:35:31,"Temen temen pada ngajak main, pas w tolak krna w juga parnoan sm covid di blg lebay, alay percaya aja sm covid. Ya imun org kan beda beda gw ngerasa imun gw ga sebagus kalian aja makanya sadar diri",Ayam Kampus Geprek
300,2021-07-21 23:35:30,"3 T (Testing, Tracing dan Treatment) Jurus Ampuh Desa Aman  Covid19
#DesaBisa
@jokowi 
@halimiskandarnu
@Kemendespdtt
@ditjenpdp
@malik_haramain
@imansyukri
@taufikmadjid71
@yusradaridesa 
@azzameldzikrie 
https://t.co/IsRuL9X09A",riza allatif
301,2021-07-21 23:35:28,@andikbm @iBayem Ini mah layakny memandikan jenazah meninggal biasa...lalu apa fungsiny jenazah covid msh dibungkus plastik berlapis?apakah kuatir jenazah bersin lalu virusny keluar?,👆
302,2021-07-21 23:35:24,@LagaCawan @MuhyiddinYassin @DrAdhamBaba @IsmailSabri60 Selepas habis issue covid ni. Harap ada siasatan diraja.,Misterdon
303,2021-07-21 23:35:14,@RyoGarcia6 Betol lah dia cakap covid-19 ni mengarut...byk rakyat di negara eropah dan US anggap covid-19 ni adalah satu yg direka-reka...tu pasal dia x pakai mask,Mat_jEk 🇵🇸
304,2021-07-21 23:34:55,Kerja kerja kerja covid,Hellowi
305,2021-07-21 23:34:53,"Untuk yg kesekian kalinya, sdh sekian ribu yg pulang ke negara masing2. So jika msh ada WNA yg masuk berarti NEKAD ya gasiii? 😪😪

https://t.co/b6ZDAhQGIS",Nursha
306,2021-07-21 23:34:51,"Hallo Kawan JM

Patuhi protokol kesehatan untuk memutus penyebaran Covid-19, buat Kawan JM yang beraktivitas dimanapun dan kapanpun jangan lupa untuk 6M ya!

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/Iq2D09lTvX",PT. JASAMARGA
307,2021-07-21 23:34:35,Angka Kematian COVID-19 dan BOR Jabar Turun https://t.co/WOGQGtFGFs,kabarpol
308,2021-07-21 23:34:35,@sianakkucink Sama han. Temennya mamaku ada yg meninggal grgr covid setelah istrinya meninggal selang bbrp bulanan grrgr covid jg. Anaknya masih umur 1 tahun kembar 2😭,Aldianivo
309,2021-07-21 23:34:31,Angka Kematian COVID-19 dan BOR Jabar Turun https://t.co/kWl4hHDznZ,KabarPolitik
310,2021-07-21 23:34:04,"Butuh info dengan sangat. Adakah bidan atau perawat yang mau merawat bayi yang terkena covid? Kami butuh soalnya temanku satu keluarga kena, termasuk bayinya @infomalang",Victor Kurniawan
311,2021-07-21 23:34:01,Gedung Parkir RSUD dr Soetomo Menjadi ICU dan HCU Pasien Covid-19,Fitri Arandra
312,2021-07-21 23:34:00,@alisyarief Mau bertanya pak...apakah korban meninggal dari covid 19 ini juga termasuk aseng2 keturunan yg ada di Indonesia..krn selama ini yg saya lihat ..baca dan dengar yg meninggal rata2 orang2 pribumi (ini apa saya yg kurang info)...bisa tolong di cek ?,4N4k JALANAN
313,2021-07-21 23:33:56,"Kasus covid yg sekarang banyak itu lak akibat sebelum ppkm kendor banget prokesnya? Kenapa kok ppkm targetnya kasus menurun bersamaan dengan ppkm krlar? Harus e itu lak kayak, target stlh ppkm? Dampak ppkm ke jml kasus kayaknya baru kerasa beberapa minggu kemudian deh.",Saski
314,2021-07-21 23:33:47,"Masalahnya, nk hntar babysitter, laki ku x bg. Takut kes dera. Nk hntar sekolah, covid plk n dah nk hujung tahun dah close for registration.",Azirah Raziz
315,2021-07-21 23:33:34,"Mau tanya sih, kenapa yg dibutuhkan itu pendonor yg udh pernah kena covid dan sembuh serta belum vaksin? 
Emang apa bedanya sama orang yg sudah di vaksin? Orang yg udh di vaksin jg kan punya antibodi kalo secara “teori”nya yakan?",Dhiky
316,2021-07-21 23:33:33,"Sebelum pandemik
Kangen traveling-an keluar kota lagi
Huhuhu
😭😭😭
#pandemic 
#Covid https://t.co/pnDTYOe1RJ",Belaria
317,2021-07-21 23:33:28,Polres Pekalongan Kota Membagikan Bantuan Sosial Kepada masyarakat yang terdampak covid 19 https://t.co/RRY7ZYfwXw,Humas ResPklKota
318,2021-07-21 23:33:12,"lama2 ini perumahan jd zona hitam deh, percuma kalo di double portal, tapi warganya bandel bgt pake ada yg blg ""lah disini kan gaada covid"" 🙃 gatau aja dia tetangga belakang udh banyak yg pergi duluan.....",🤦‍♀️🤷‍♀️
319,2021-07-21 23:33:12,"#PLNPeduli 

Electrizen, untuk mendukung penanganan COVID-19, PLN salurkan bantuan senilai Rp 1,69 miliar ke RSUP Dr Kariadi dan sejumlah rumah sakit di Jawa Tengah. 

#PLN #PLNSiagaCOVID19 #PowerBeyondGenerations https://t.co/6vRJOqf0VP",Nuroo
320,2021-07-21 23:32:54,"seriusan nanya, diindo ajakah yg gini atau diluar juga ada? hm geleng2 sendiri tiap liat berita covid disini ada aja kelakuan manusianya hhh manusia bukan si https://t.co/aQkDOBHQCH",Maharani🐰🐼
321,2021-07-21 23:32:52,"Buat yg ga percaya covid. 
Lu sakit jiwa, ketika disodori data kematian cuma bilang ""itu udah takdirnya""
Beneran, lu sakit jiwa",Swastamitha_senja
322,2021-07-21 23:32:49,"#Jalan_Layang_MBZ Mulai tanggal 16 Juli 2021 pkl 00.00 WIB s.d 22 Juli 2021 pkl 24.00 WIB Penutupan Jalan Layang Mohamed Bin Zayed arah Cikampek, Selama Libur Hari Raya Idul Adha 1442 H dalam rangka pengendalian mobilitas masyarakat untuk menekan angka penyebaran Virus Covid-19. https://t.co/GyYGd8T0zA",PT. JASAMARGA
323,2021-07-21 23:32:46,"@AhmadBaron11 @irwanka @SisiwittFrida @jokowi Apa suruh byar sendiri biar negara ga nunggak.

1 kali dokter nengok mulai harga 300 an.. Blum Rawat inap, obat, apd, administrasi dll..
Semua di tanggung pasien covid..",Renea Ababil 🇮🇩🇮🇩 #KuatKitaBersinar
324,2021-07-21 23:32:36,"Kasus positif virus corona yang menjangkiti atlet di kampung Olimpiade Tokyo 2020 terus bertambah. Kini, sudah empat atlet tertular. https://t.co/Fv2xCfX7tS",detiksport
325,2021-07-21 23:32:31,"@tonyazizz smnjak onok istilah OTG, kita gk ngrti wong iku prnah kejangkit opo engga.
smnjak covid, aku tau pilek, demam, radang, dll 

sing jelas, untuk saat ini aku gk gelem vaksin sek, aku lebih prcyo metode peningkatan imun scara alami kyo gaya hidup sehat + taat prokes.",ang
326,2021-07-21 23:32:28,"@ABSetyono @kemkominfo meminta semua pihak media sosial agar lebih aktif menyaring ruang digital Indonesia dari dampak persebaran kabar menyesatkan terkait Covid-19. 

@PlateJohnny",@1ms1_c4
327,2021-07-21 23:32:21,Pak @jokowi udah saatnya bapak ambil 11.000T yg ada di swiss dan juga lebihnya yang kata bapak udah ada di kantong bapak catatannya buat penanganan covid dan bayar bayar hutang dan memulihkan kondisi ekonomi negara kita. Kami rakyat mendukungmu 💪🏼,A R G
328,2021-07-21 23:32:15,@qalsrama Apa kabar si Gibran yg positif Covid-19?,Nêng Añy@r
329,2021-07-21 23:32:04,@nhdyhm @_9tus dorang tak baca ke cerita ada yg tipu tipu nie smpai frontliner meninggal sebb covid. sampai hatiii memang laa ajal tapiii 😭💔,fffff.🧍🏻‍♀️
330,2021-07-21 23:32:03,Zodiak yang Buruk Kepribadian sampai Kesemutan Setelah Sembuh COVID-19 https://t.co/s60mXics27,🥊
331,2021-07-21 23:31:51,"@CNNIndonesia Gak usah Covid....apapun susah di atur, di negara. Wallahualam, kapan suasana DISTRUST, berubah menjadi OBIDIENTS, masing2 commit dengan yg di amanahkan, tepat guna dlm kejujuran yg mutlak.",Neyankti
332,2021-07-21 23:31:48,@peynutss Alhamdulillah baik. Tempat kerja terganggu karena covid-19 kah?,Fakhriansyah
333,2021-07-21 23:31:45,"@nameisnoval kayanya lu harus kena covid dlu bro, biar otak lu jalan 🤏 minimal kena covidnya sampe pake tabung oksigen lah yah... hehe",Naleee.
334,2021-07-21 23:31:44,"@kemkominfo meminta semua pihak media sosial agar lebih aktif menyaring ruang digital Indonesia dari dampak persebaran kabar menyesatkan terkait Covid-19. 

@PlateJohnny https://t.co/wHDZY0fxyR",@1ms1_c4
335,2021-07-21 23:31:40,"@Vay43078800 @NovalAssegaf Covid nya juga mengadakan PON.
Jadi covid fokus kepada pertandingannya sendiri, tidak sempat untuk menyerang manusia +62",Fauzan B370
336,2021-07-21 23:31:36,"Congrat ! Ini mgkn maksudnya sangat terkendali,  Ndasmu!!
https://t.co/vjJSqrrz5m

Kematian akibat COVID-19 RI kembali mencatatkan rekor. Dengan 1.383 kematian dalam sehari, Indonesia 'mengungguli' Brazil dengan 1.302 kasus kematian.",ali rochmadi
337,2021-07-21 23:31:35,"Juru Bicara Satgas Penanganan Covid-19 Prof Wiku Adisasmito,meminta seluruh masyarakat Indonesia mematuhi PPKM Darurat. Termasuk ketika terpaksa bepergian.
#StopBebalPatuhiAturanPPKM

https://t.co/wmoj9XAw0d",abi sasal
338,2021-07-21 23:31:34,@azleeen Aku rasa macam kena sentiasa bersihkan hidung supaya covid tak melekat,Eren Yeager
339,2021-07-21 23:31:28,"Juru Bicara Satgas Penanganan Covid-19 Prof Wiku Adisasmito, meminta seluruh masyarakat Indonesia mematuhi PPKM Darurat. ketika terpaksa bepergian dgn sejumlah persyaratan ketat utk mencegah penularan Covid-19 makin meluas.

#StopBebalPatuhiAturanPPKM 

https://t.co/EsvPDAFBgh",Bang Aconk
340,2021-07-21 23:31:25,"@sandrashfra Kamu belum sembuh. Masih positif covid. Soalnya hasil negatif lewat Swab antigen itu tidak valid, untuk menyatakan sembuh. Harus PCR swab. Hati hati nanti memburuk, banyak kasus orang merasa sembuh padahal ada fleks di paru paru. Ketika dibawa ke RS sudah terlambat",Nana Wargadalam
341,2021-07-21 23:31:17,"Tangani Covid,  45.710 Rumah Isolasi Desa Tampung 1.117.066 Warga Terpapar Covid19
#DesaBisa
@jokowi 
@halimiskandarnu
@Kemendespdtt
@ditjenpdp
@malik_haramain
@imansyukri
@taufikmadjid71
@yusradaridesa 
@azzameldzikrie 

https://t.co/rZSfh2Ynhb",riza allatif
342,2021-07-21 23:31:04,"#StopBebalPatuhiAturanPPKM
Dalam Inmendagri itu disebutkan daerah2 yg masuk kriteria level 3 dan 4 harus menerapkan PPKM Level 4 hingga 25 Juli 2021 serta mengoptimalkan posko penanganan Covid-19 di tingkat desa!

Ayo semua nurut aturan biar PPKM ny g diperpanjang lagi nanti! https://t.co/HUYrsbV3Mg",H4nifah Andin1 🌼
343,2021-07-21 23:30:55,"Bersama Pemerintah kita perangi Covid 19 dengan disiplin ProKes, jaga jarak dan jauhi kerumunan.",Alexander Lande
344,2021-07-21 23:30:52,"@dianleica Nah itu Mbak, gawat kalo orang gak punya harapan. Belum kena covid aja mungkin bisa gantung diri.",DS
345,2021-07-21 23:30:51,"Dilihat satu tahun kebelakang
Januari-November 2020

COVID-19
Tingkat kematian
Sebelum covid = 0 
Saat adanya covid = 16.945
Terkonfirmasi positif = 538.883 cases

DBD
Tingkat kematian
Sebelum covid = 1598
Saatnya adanya covid = 661
Terkonfirmasi positif = 95.893 cases https://t.co/YfhgzBT1b6",Do
346,2021-07-21 23:30:47,"@manisataumanics Nobody:
Peninggalan aksa: endorses COVID",rio
347,2021-07-21 23:30:37,"#StopBebalPatuhiAturanPPKM

Vaksinasi Massal Warga
Warga Ramai2 Disiplin Prokes
itulah 2 cara EFEKTIF mencegah
penularan covid 19 jenis apapun

Terutama pake masker , ayolah udah setahun lebih kita membiasakan , mari sekalian kita jadikan saja adab, Adab Bermasker . https://t.co/feQ3vDNP7x",Exotic Black Coffee ꪜ RANGGA
348,2021-07-21 23:30:35,"Kasus Covid-19 menurun, PPKM dilonggarkan.
Kasus Covid-19 hilang, gak perlu lagi kita berjauhan.

Intinya kan kembali ke diri kita juga.
Bgm hidup kita ke depannya, kita juga yg menentukan. 😊😊

#StopBebalPatuhiAturanPPKM https://t.co/YOQCbz3Egy",ʍ ʏ օ
